uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m
uvsu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.14,-79.0690537,20210518,0:01:00,14.315,1,559
uvts,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.05458703,-95.73196971,20180719,0:01:00,224.336,3,288
uvuc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-79.1037563,20210824,0:01:00,183.568,3,709
uvuk,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.70408332,-75.07568333,20190626,14:30:00,2.5,1,0
uvxc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73,-77.44,20190226,0:01:00,1.125,1,162
uvxx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.228,-79.12481513,20190520,0:01:00,4.163,1,1169
uvyg,California_Environmental_Data_Exchange_Network,west,36.3247,-119.079,20170626,15:15:00,1286.75,4,138
uvyn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89648128,-79.0496934,20150909,0:01:00,169.432,3,2075
uvyp,Pennsylvania_Department_of_Environmental_Protection,northeast,41.81459,-77.20369,20201028,14:34:00,610.467,3,100
uvyt,California_Environmental_Data_Exchange_Network,west,37.9718,-121.374,20151021,17:50:00,1694.67325,4,0
uvyx,US_Army_Corps_of_Engineers,midwest,40.997554,-81.076051,20170531,17:30:00,192.01325,3,0
uvzj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67148277,-79.22768707,20150324,0:01:00,0.363,1,575
uvzr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.77528111,20170615,0:01:00,3.697,1,391
uwbo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65732376,-79.2539859,20130604,0:01:00,28.61,2,177
uwcb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.228,-79.12496344,20190619,0:01:00,13.7,1,1151
uwea,California_Environmental_Data_Exchange_Network,west,37.2616,-120.906,20140909,18:30:00,5730,4,616
uwek,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87725721,-78.89583361,20200813,0:01:00,10.166,1,162
uwfw,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,20170807,0:01:00,126.315,3,0
uwka,Pennsylvania_Department_of_Environmental_Protection,northeast,40.38845,-76.0788,20190716,12:54:00,24666.667,5,0
uwkz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.9117301,-79.17173728,20130821,0:01:00,9.44,1,324
uwlo,California_Environmental_Data_Exchange_Network,west,37.4271,-120.674,20140303,18:40:00,4607.7125,4,39
uwlx,California_Environmental_Data_Exchange_Network,west,38.0455,-121.469,20160114,18:40:00,2412.8315,4,91
uwnm,Indiana_State_Department_of_Health,midwest,40.02583333,-85.30794444,20200608,13:00:00,28.368,2,19
uwns,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64055651,-79.28512925,20210909,0:01:00,21.058,2,523
uwoa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,20180425,0:01:00,12.635,1,0
uwok,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.97,-79.08418047,20210525,0:01:00,2.822,1,403
uwom,California_Environmental_Data_Exchange_Network,west,34.9638,-120.642,20130528,16:50:00,3975,4,337
uwpj,California_Environmental_Data_Exchange_Network,west,37.6667,-120.898,20191112,17:00:00,2614.7345,4,786
uwpz,EPA_Central_Data_Exchange,midwest,48.437167,-87.0985,20160417,0:01:00,0.384861552,1,0
uwqf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.34,-79.04631411,20210909,0:01:00,1.452,1,167
uwqq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02955602,20190702,0:01:00,3.05,1,246
uwqy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63411576,-79.29709225,20150723,0:01:00,160.284,3,880
uwrz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87048685,-78.84164713,20180509,0:01:00,0.218,1,26
uwvs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68750481,-79.19792786,20210428,0:01:00,22.026,2,670
uwvu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.78025235,20170927,0:01:00,10.892,1,512
uwwa,EPA_National_Aquatic_Research_Survey,west,47.04,-113.2371,20170813,0:01:00,204.231,3,0
uwwk,EPA_National_Aquatic_Research_Survey,south,31.44023,-92.23634,20170803,0:01:00,723.088,3,0
uwxg,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.3992,-99.42481,20171030,0:01:00,66.78,2,0
uwzf,California_Environmental_Data_Exchange_Network,west,37.4121,-122.087,20160201,20:45:00,250.173333,3,841
uxba,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68787742,-79.19723579,20201210,0:01:00,23.721,2,679
uxcc,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.38889,-97.09306,20140804,0:01:00,18.27,1,9
uxck,California_Environmental_Data_Exchange_Network,west,37.6003,-121.224,20160107,16:45:00,4577.5,4,1306
uxdg,EPA_Water_Quality_Data_Portal,midwest,44.87302,-93.556776,20130301,20:31:00,0.5,1,0
uxdj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63792166,-79.29002321,20150622,0:01:00,0.275,1,407
uxdn,California_Environmental_Data_Exchange_Network,west,36.7368,-121.734,20170111,21:19:00,3945,4,13
uxdo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37080661,-98.79520846,20140908,0:01:00,579.6,3,0
uxen,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.21453,-97.528,20160705,0:01:00,1.323,1,0
uxes,EPA_Central_Data_Exchange,midwest,47.141492,-88.961752,20160826,0:01:00,0.766255932,1,0
uxfn,California_Environmental_Data_Exchange_Network,west,33.4734,-117.143,20210603,16:00:00,3532.5,4,39
uxfv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-79.0861084,20210721,0:01:00,87.213,2,616
uxfy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66488233,-79.23994667,20180322,0:01:00,0.835,1,138
uxfz,Indiana_State_Department_of_Health,midwest,39.02235564,-86.48165556,20200824,19:45:00,494.251,3,0
uxgw,Pennsylvania_Department_of_Environmental_Protection,northeast,41.36732,-75.3191,20190918,16:45:00,461.867,3,13
uxhg,EPA_Central_Data_Exchange,midwest,44.761667,-82.783333,20140811,0:01:00,1.231281159,1,0
uxhx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71388633,20130613,0:01:00,32.531,2,164
uxib,California_Environmental_Data_Exchange_Network,west,36.7254,-121.73,20210930,18:00:00,4297.5,4,1123
uxik,California_Environmental_Data_Exchange_Network,west,38.2104,-121.262,20190409,20:10:00,2523.5525,4,725
uxjx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.68,20200730,0:01:00,13.324,1,0
uxkh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-79.05610202,20200825,0:01:00,2.259,1,538
uxkv,Connecticut_State_Department_of_Public_Health,northeast,41.5961,-72.5081,20190724,16:45:00,149.3154,3,0
uxmj,California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,20140820,17:05:00,5737.5,4,1556
uxng,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66836885,-79.23347083,20160607,0:01:00,7.261,1,384
uxnj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6456133,-79.27573681,20190319,0:01:00,27.697,2,670
uxnk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66615984,-79.23757384,20170621,0:01:00,5.809,1,86
uxpd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68612085,-79.20049842,20200813,0:01:00,100.415,3,703
uxpw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.02135735,20160608,0:01:00,0.799,1,275
uxqk,Indiana_State_Department_of_Health,midwest,38.78199034,-85.69828611,20160725,17:45:00,98.665,2,0
uxry,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90027019,-79.08001795,20170517,0:01:00,393.083,3,264
uxte,Connecticut_State_Department_of_Public_Health,northeast,41.424144,-73.206937,20170824,16:00:00,227.448,3,0
uxub,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03573526,20210524,0:01:00,54.46,2,606
uxup,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90486658,-79.11680511,20190702,0:01:00,15.685,1,698
uxuq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02362396,20170821,0:01:00,19.364,1,0
uxvi,California_Environmental_Data_Exchange_Network,west,36.9128,-121.744,20140424,15:10:00,7582.5,4,2132
uxvm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62476,-78.71612339,20160831,0:01:00,123.444,3,715
uyae,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.77006131,20170328,0:01:00,13.007,1,263
uyau,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.09447,-96.90462,20170807,0:01:00,58.59,2,9
uyax,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69479724,-79.18438298,20160621,0:01:00,57.654,2,315
uybd,Indiana_State_Department_of_Health,midwest,39.61525,-84.96614444,20160809,13:30:00,33.724,2,0
uybt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71338921,20130514,0:01:00,9.384,1,188
uycd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71898998,-79.13944757,20180716,0:01:00,3.34,1,554
uyck,California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,20150519,22:30:00,1051.2125,4,75
uydt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,20171129,0:01:00,47.198,2,0
uyec,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.89305,-98.0676,20150727,0:01:00,137.34,3,21
uyem,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03034696,20191017,0:01:00,20.332,2,241
uyfm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72527105,-79.12778117,20130626,0:01:00,1.743,1,751
uyfq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.78149516,20171025,0:01:00,4.149,1,516
uygj,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,20140714,0:01:00,2746.8,4,0
uyha,EPA_Central_Data_Exchange,midwest,48.0735,-86.59,20150827,0:01:00,1.278615441,1,0
uyhm,EPA_National_Aquatic_Research_Survey,south,34.9767,-95.34763,20170907,0:01:00,349.56,3,0
uyhn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.117,-78.72606586,20140813,0:01:00,2.069,1,1662
uyis,California_Environmental_Data_Exchange_Network,west,37.4583,-120.967,20170711,19:20:00,2950.154,4,881
uyjz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.045,-79.09213933,20130828,0:01:00,35.688,2,543
uykm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87,-78.77,20200805,0:01:00,60.887,2,283
uykx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66778333,-79.23455838,20160810,0:01:00,6.455,1,260
uylu,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.36472,-97.10194,20150713,0:01:00,3.465,1,0
uyme,EPA_National_Aquatic_Research_Survey,midwest,40.31302,-84.63687,20170803,0:01:00,1323.9,4,9
uymt,California_Environmental_Data_Exchange_Network,west,37.7705,-121.292,20170919,18:50:00,5548.841,4,138
uynq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.686360380000004,-79.20005352,20211202,0:01:00,1.936,1,689
uyom,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86483454,-78.79640887,20150707,0:01:00,117.473,3,1138
uyor,California_Environmental_Data_Exchange_Network,west,37.3294,-122.086,20200217,19:30:00,4731.75,4,515
uyrk,California_Environmental_Data_Exchange_Network,west,38.307,-121.794,20151215,16:50:00,1753.426663,4,251
uyro,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.424,-79.07562841,20140730,0:01:00,10.166,1,305
uyrq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91409041,-79.19062798,20140805,0:01:00,94.398,2,280
uyrw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64052989,-79.28517868,20211012,0:01:00,9.682,1,519
uysz,EPA_Water_Quality_Data_Portal,west,41.5461,-124.0725,20181023,18:31:00,0.38,1,93
uyta,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64444225,-79.2779119,20190822,0:01:00,3.013,1,623
uyuk,California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,20190619,22:00:00,6912.5,4,1556
uyux,EPA_Central_Data_Exchange,midwest,41.726667,-83.15,20160403,0:01:00,5.281504813,1,0
uyve,California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,20150915,15:00:00,1816.892,4,71
uyvh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6856684,-79.2013388,20141230,0:01:00,12.586,1,756
uyxf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66815594,-79.2338663,20160621,0:01:00,88.952,2,335
uyxw,California_Environmental_Data_Exchange_Network,west,34.4384,-119.906,20170928,18:40:00,4477.5,4,207
uyyb,EPA_Central_Data_Exchange,northeast,42.18166667,-80.1566667,20190422,0:01:00,0.320425,1,0
uyyg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.37,-78.85233529,20190917,0:01:00,94.64,2,196
uyyi,US_Army_Corps_of_Engineers,northeast,40.489159,-79.916664,20140908,16:50:00,0.501111111,1,0
uyzc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65436,-79.01638611,20161005,0:01:00,353.267,3,252
uzar,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6769654,-79.21750368,20190611,0:01:00,14.73,1,388
uzbk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.039,-79.08699821,20130627,0:01:00,0.939,1,139
uzbt,EPA_Central_Data_Exchange,midwest,41.726667,-83.15,20130809,0:01:00,128.1901843,3,0
uzcc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.78298653,20171129,0:01:00,1.367,1,564
uzcm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87225708,-78.85581515,20190516,0:01:00,22.008,2,151
uzcu,California_Environmental_Data_Exchange_Network,west,37.2764,-120.954,20141112,18:00:00,4900,4,641
uzdq,Pennsylvania_Department_of_Environmental_Protection,northeast,41.57846,-80.07747,20210728,13:17:00,26.8,2,21
uzdy,California_Environmental_Data_Exchange_Network,west,39.6242,-122.197,20190417,23:35:00,6580,4,1059
uzek,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-78.99749541,20210518,0:01:00,11.376,1,1792
uzfd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.28,-79.04473223,20210609,0:01:00,35.042,2,0
uzfj,California_Environmental_Data_Exchange_Network,west,34.446,-119.876,20160421,18:50:00,2967.5,4,764
uzfv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.039,-79.08719594,20130725,0:01:00,2.504,1,118
uzgl,California_Environmental_Data_Exchange_Network,west,36.8698,-121.815,20140228,15:30:00,4457.5,4,290
uzhl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89231969,-79.01638611,20210617,0:01:00,83.506,2,237
uzid,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68042531,-79.21107728,20170621,0:01:00,0.323,1,1001
uzif,EPA_Central_Data_Exchange,midwest,48.0735,-86.59,20190503,0:01:00,0.856776693,1,0
uzjd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70967484,-79.15674943,20160810,0:01:00,0.944,1,238
uzje,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65,-78.6880359,20210913,0:01:00,43.568,2,519
uzjk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69035258,-79.19263844,20190611,0:01:00,57.801,2,995
uzkr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.2413346,20170124,0:01:00,7.612,1,397
uzkv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01591227,20150909,0:01:00,38.727,2,0
uzla,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89433837,-79.03254263,20150324,0:01:00,2.905,1,1368
uzlb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.34,-79.04636355,20210929,0:01:00,1.196,1,167
uzlp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71135157,-79.15363509,20160831,0:01:00,1.162,1,560
uzml,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.7310371,20140804,0:01:00,19.087,1,470
uzmy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88281635,-78.94032618,20161213,0:01:00,22.51,2,549
uzpa,California_Environmental_Data_Exchange_Network,west,37.3725,-120.923,20150811,21:00:00,403.571,3,361
uzpv,EPA_National_Aquatic_Research_Survey,west,42.62057,-121.6373,20170810,0:01:00,182.06,3,0
uzpw,EPA_National_Aquatic_Research_Survey,west,35.66711,-105.2418,20170712,0:01:00,65.1,2,0
uzqm,California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,20200117,16:20:00,5785,4,1451
uzqx,California_Environmental_Data_Exchange_Network,west,37.9718,-121.374,20160119,18:50:00,1066.553329,4,0
uzru,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90881078,-79.14837246,20210524,0:01:00,4.195,1,171
uzux,Wyoming_Department_of_Environmental_Quality,west,42.50014,-106.90919,20210721,22:35:00,4805.14527,4,13
uzvs,California_Environmental_Data_Exchange_Network,west,37.9674,-121.464,20150421,16:20:00,1194.9005,4,124
uzys,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87070425,-78.84338706,20180613,0:01:00,1.367,1,142
uzzl,US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,20160926,18:00:00,69.1625,2,0
vaai,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66307253,-79.24330818,20190410,0:01:00,0.313,1,237
vabo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62961787,-79.30544658,20160621,0:01:00,0.968,1,809
vabz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64508101,-79.27672549,20190611,0:01:00,37.891,2,640
vacg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90101555,-79.08598343,20170816,0:01:00,15.491,1,358
vafg,US_Army_Corps_of_Engineers,south,38.93027,-80.491525,20150619,17:00:00,2.36775,1,0
vafv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.478,-79.05743674,20160713,0:01:00,101.659,3,241
vagg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63033647,-79.30411186,20150909,0:01:00,78.745,2,919
vago,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89278554,-79.02011454,20210805,0:01:00,306.794,3,33
vahp,EPA_Central_Data_Exchange,midwest,47.370167,-90.851833,20140828,0:01:00,2.793432192,1,0
vahs,California_Environmental_Data_Exchange_Network,west,38.2581,-121.726,20190618,17:15:00,1404,4,0
vahw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03766318,20210909,0:01:00,6.777,1,804
vaid,California_Environmental_Data_Exchange_Network,west,34.9414,-120.573,20140825,20:40:00,6915,4,1943
vail,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72040056,-79.13682757,20190716,0:01:00,2.99,1,860
vaje,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64532054,-79.27628058,20190516,0:01:00,9.682,1,650
vajj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68745158,-79.19802673,20210524,0:01:00,0.508,1,665
vakr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89679185,-79.05217902,20151012,0:01:00,284.647,3,1928
valn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87719509,-78.89533649,20151112,0:01:00,11.618,1,141
valx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.965,-79.08284576,20160615,0:01:00,2.469,1,622
vapd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.57,-78.94902585,20190901,0:01:00,222.06,3,1040
vapz,US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,20130805,18:00:00,61.99515385,2,0
vasl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.965,-79.08368614,20160922,0:01:00,25.726,2,669
vatc,EPA_Central_Data_Exchange,northeast,42.416667,-79.8,20170814,0:01:00,6.045768495,1,0
vawq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01166095,20141230,0:01:00,13.754,1,0
vawx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.33,-79.07355219,20180806,0:01:00,45.08,2,328
vaxa,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.20984,-96.96101,20140602,0:01:00,590.94,3,9
vaxu,California_Environmental_Data_Exchange_Network,west,37.6413,-121.229,20150325,17:16:00,909.2,3,9
vazr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.74023389,20150106,0:01:00,23.963,2,574
vazu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.18,-79.05278995,20180530,0:01:00,0.313,1,319
vbba,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89697819,-79.05367039,20151112,0:01:00,529.718,3,1852
vbbk,California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,20190312,20:00:00,6835,4,1186
vbcr,EPA_National_Aquatic_Research_Survey,west,47.13373,-124.0473,20170706,0:01:00,31.8,2,0
vbdm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62476,-78.71164927,20160727,0:01:00,431.327,3,869
vbeh,US_Army_Corps_of_Engineers,northeast,41.992305,-78.929219,20170615,17:00:00,1.1275,1,0
vbeu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68489657,-79.20277238,20150520,0:01:00,5.465,1,853
vbex,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.3,-80.04,20190730,0:01:00,3.775,1,0
vbfe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90921451,-79.15160377,20210805,0:01:00,2.905,1,308
vbfo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,20170905,0:01:00,6.93,1,0
vbfu,California_Environmental_Data_Exchange_Network,west,36.7593,-121.755,20181130,17:00:00,5260,4,147
vbfw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69064535,-79.19209466,20190410,0:01:00,66.079,2,1004
vbhq,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,20160725,0:01:00,175.455,3,0
vbih,California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,20160712,19:00:00,1211.183,4,3662
vbil,New_Mexico_Environment_Department,west,36.1856,-104.8038,20160810,0:01:00,37.699125,2,0
vbjn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.68008192,20200318,0:01:00,0.726,1,296
vbkf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.3992,-99.42481,20180709,0:01:00,492.975,3,0
vblk,Connecticut_State_Department_of_Public_Health,northeast,41.798303,-72.428591,20170824,16:45:00,31.3794,2,0
vblu,Pennsylvania_Department_of_Environmental_Protection,northeast,40.80342,-77.18074,20210726,12:09:00,538,3,0
vbmc,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.72020003,-75.08008333,20170710,12:20:00,94.41000366,2,0
vbmh,Wyoming_Department_of_Environmental_Quality,west,43.204975,-108.579181,20200729,18:30:00,239.17355,3,0
vbms,California_Environmental_Data_Exchange_Network,west,37.66,-120.875,20140303,23:10:00,5864.7215,4,696
vbmz,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.77786166,-75.31493832,20181017,16:00:00,0.01,1,29
vbne,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.03917524,-95.69083603,20180619,0:01:00,39.357,2,29
vbnl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.09609404,20171027,0:01:00,49.377,2,662
vbns,California_Environmental_Data_Exchange_Network,west,37.4419,-121.003,20181130,17:30:00,452.4185,3,872
vboa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,20191120,0:01:00,120.276,3,0
vboh,New_Mexico_Environment_Department,west,34.608337,-104.373615,20190806,0:01:00,2.138957447,1,720
vbpb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89514585,-79.03900524,20150610,0:01:00,4.841,1,1939
vbpc,Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,20180521,18:00:00,27.491,2,0
vbpo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69381249,-79.18621203,20161213,0:01:00,4.225,1,381
vbpu,EPA_Central_Data_Exchange,midwest,42.733333,-87.416667,20180328,0:01:00,0.223425886,1,0
vbpw,EPA_Central_Data_Exchange,midwest,44.76,-86.966667,20140808,0:01:00,0.364779834,1,0
vbrh,Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,20200518,19:20:00,8.719,1,0
vbrl,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.11775544,-94.63771926,20211004,0:01:00,116.499,3,9
vbsr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.432,-79.07389822,20140730,0:01:00,36.791,2,188
vbsv,California_Environmental_Data_Exchange_Network,west,38.307,-121.794,20161114,23:05:00,353.2799995,3,251
vbsz,Pennsylvania_Department_of_Environmental_Protection,northeast,41.563720000000004,-75.70782,20210812,14:45:00,68.8,2,0
vbuh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66115628,-79.24686742,20200203,0:01:00,46.176,2,296
vbvq,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.38889,-97.09306,20130610,0:01:00,195930,5,9
vbwr,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,20161017,0:01:00,414.54,3,0
vbxp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73,-77.44,20210414,0:01:00,5.083,1,162
