data_provider,region,lat,lon,severity,year,month,day,season,hour,minute,second,am,bacteria_counts,log_density,log_distance_to_water_m
Pennsylvania_Department_of_Environmental_Protection,northeast,40.06615,-75.72123,2,2020,8,12,summer,13,15,0,0,20K - <100K,9.980448593672257,0.0
California_Environmental_Data_Exchange_Network,west,33.4734,-117.143,4,2017,5,25,spring,13,45,0,0,1M - <10M,15.228933586472417,3.6635616461296463
California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,4,2021,9,15,fall,15,30,0,0,1M - <10M,15.361450687504831,6.669498089857879
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91464943,-79.19510209,2,2014,10,8,fall,0,1,0,1,20K - <100K,11.09860627490844,4.941642422609304
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37611,-97.07583,3,2017,6,19,summer,0,1,0,1,100K - <1M,12.821596065403892,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.2127,-78.9187013,1,2013,8,12,summer,0,1,0,1,<20K,9.786391780659882,7.931284761525891
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,5,2016,8,8,summer,0,1,0,1,≥10M,16.82544155091808,0.0
California_Environmental_Data_Exchange_Network,west,37.2616,-120.906,4,2019,2,14,winter,17,0,0,0,1M - <10M,15.484160330030221,6.423246963533519
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.036,-79.11804269,1,2021,5,26,spring,0,1,0,1,<20K,6.028278520230698,5.529429087511423
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88430707,-78.95225715,1,2017,7,20,summer,0,1,0,1,<20K,9.737610048158107,6.267200548541362
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87961751,-78.91472431,3,2015,7,23,summer,0,1,0,1,100K - <1M,12.945005481239253,6.1463292576688975
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65056363,-79.26654211,2,2016,5,24,spring,0,1,0,1,20K - <100K,11.018563567234903,6.1675164908883415
EPA_Central_Data_Exchange,midwest,46.993333,-85.1645,1,2016,4,16,spring,0,1,0,1,<20K,5.4680601411351315,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.99002,-76.6092,1,2016,7,20,summer,0,1,0,1,<20K,7.617267813628347,0.0
EPA_Central_Data_Exchange,northeast,43.2967,-79.008,1,2018,8,14,summer,0,1,0,1,<20K,7.612336837167746,0.0
California_Environmental_Data_Exchange_Network,west,34.9454,-120.417,4,2021,12,17,winter,16,30,0,0,1M - <10M,15.244505148616192,6.9874902470009905
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.70841797,1,2013,2,27,winter,0,1,0,1,<20K,6.587550014824796,6.504288173536645
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66557431,-79.23866139,1,2017,8,21,summer,0,1,0,1,<20K,9.226804098006848,5.327876168789581
California_Environmental_Data_Exchange_Network,west,35.0164,-120.586,4,2015,8,26,summer,17,30,0,0,1M - <10M,15.325680468739705,7.48605261786314
New_Mexico_Environment_Department,west,35.882226,-106.728059,1,2013,7,9,summer,0,1,0,1,<20K,7.8252452914317745,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71387996,-79.14893887,1,2016,7,27,summer,0,1,0,1,<20K,9.830325286907144,6.453624998892692
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62647734,-79.31127978,1,2016,1,27,winter,0,1,0,1,<20K,4.700480365792417,6.529418838262226
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90809647,-79.14265554,1,2020,11,19,fall,0,1,0,1,<20K,7.974188669286011,5.730099782973574
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70523019,-79.16500489,1,2016,9,15,fall,0,1,0,1,<20K,7.617267813628347,6.594413459749778
California_Environmental_Data_Exchange_Network,west,37.9893,-121.463,4,2014,11,18,fall,18,50,0,0,1M - <10M,14.359259995576057,3.044522437723423
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.72791,-76.72921,1,2014,10,30,fall,0,1,0,1,<20K,5.8944028342648505,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66568,-79.04784656,1,2015,6,26,summer,0,1,0,1,<20K,8.336630087637147,5.950642552587727
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88359277,-78.94654023,1,2017,4,18,spring,0,1,0,1,<20K,7.201170883281678,5.017279836814924
EPA_Central_Data_Exchange,midwest,46.812905,-92.01857,1,2016,4,18,spring,0,1,0,1,<20K,5.82600010738045,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.1,-78.89235375,1,2018,5,21,spring,0,1,0,1,<20K,8.113426639943654,6.714170529909472
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.04,-79.11937741,1,2021,10,27,fall,0,1,0,1,<20K,9.648014489106362,5.541263545158426
California_Environmental_Data_Exchange_Network,west,39.7533,-121.971,4,2018,12,19,winter,18,30,0,0,1M - <10M,15.692300276376905,7.057036981697891
California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,4,2018,5,15,spring,18,0,0,0,1M - <10M,15.608061547191044,6.669498089857879
California_Environmental_Data_Exchange_Network,west,36.9003,-121.596,4,2014,12,3,winter,19,10,0,0,1M - <10M,15.56991424064856,5.14166355650266
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.89589,-98.04562,3,2015,7,13,summer,0,1,0,1,100K - <1M,12.621587089491339,3.044522437723423
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02367339,2,2017,8,21,summer,0,1,0,1,20K - <100K,10.56429231017482,0.0
EPA_Central_Data_Exchange,midwest,41.685,-82.933333,3,2015,8,11,summer,0,1,0,1,100K - <1M,12.751957450659965,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.22418383,1,2016,3,3,spring,0,1,0,1,<20K,4.976733742420574,7.04141166379481
US_Army_Corps_of_Engineers,midwest,41.005131,-81.021802,3,2020,10,6,fall,16,30,0,0,100K - <1M,11.752107706101917,0.0
US_Army_Corps_of_Engineers,midwest,40.968788,-81.119867,3,2017,11,17,fall,19,0,0,0,100K - <1M,11.636805432064936,0.0
Indiana_State_Department_of_Health,midwest,39.4981,-84.98684167,2,2016,5,17,spring,18,45,0,0,20K - <100K,11.127351215559857,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.85181,-78.96183,3,2019,8,19,summer,15,45,0,0,100K - <1M,12.765688433465597,0.0
California_Environmental_Data_Exchange_Network,west,34.4384,-119.906,4,2013,12,17,winter,18,30,0,0,1M - <10M,15.628297394384404,5.332718793265369
California_Environmental_Data_Exchange_Network,west,34.0181,-117.369,4,2014,6,4,summer,15,30,0,0,1M - <10M,14.96378564581812,4.605170185988092
California_Environmental_Data_Exchange_Network,west,34.9638,-120.642,4,2017,4,26,spring,20,45,0,0,1M - <10M,15.650090024375258,5.820082930352362
EPA_National_Aquatic_Research_Survey,west,44.65145,-115.4972,2,2017,7,24,summer,0,1,0,1,20K - <100K,10.102338411281293,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.33794,-79.04552317,2,2015,8,19,summer,0,1,0,1,20K - <100K,10.128389556865201,5.993961427306569
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.433,-80.1,3,2016,8,3,summer,0,1,0,1,100K - <1M,13.468467648117345,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,3,2016,9,19,fall,0,1,0,1,100K - <1M,12.084074488719324,3.258096538021482
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.573,-78.93659776,3,2013,7,22,summer,0,1,0,1,100K - <1M,11.578928538127743,7.186144304522325
Pennsylvania_Department_of_Environmental_Protection,northeast,41.37746,-75.30423,1,2020,9,21,fall,14,30,0,0,<20K,9.852194258148577,5.4680601411351315
California_Environmental_Data_Exchange_Network,west,37.5582,-121.164,4,2017,9,12,fall,16,50,0,0,1M - <10M,15.717244880400902,6.9930151229329605
California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,4,2020,7,15,summer,17,10,0,0,1M - <10M,14.71503023866823,8.205764725234456
Indiana_State_Department_of_Health,midwest,38.1033,-86.99485444,2,2016,8,29,summer,11,0,0,1,20K - <100K,10.569083664008783,0.0
EPA_Water_Quality_Data_Portal,midwest,44.868638,-93.524033,1,2013,6,3,summer,9,46,0,1,<20K,9.091556835986216,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89120165,-79.00743789,2,2020,10,22,fall,0,1,0,1,20K - <100K,11.227307926567326,6.862757913051401
US_Army_Corps_of_Engineers,south,39.001381,-80.47658,1,2020,9,24,fall,14,0,0,0,<20K,7.444833273892193,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,4,2015,7,20,summer,0,1,0,1,1M - <10M,14.516000712779478,0.0
California_Environmental_Data_Exchange_Network,west,36.4184,-119.724,4,2018,8,13,summer,20,25,0,0,1M - <10M,15.611428037340993,0.0
California_Environmental_Data_Exchange_Network,west,36.6096,-121.561,4,2014,8,26,summer,19,30,0,0,1M - <10M,15.608935306511391,7.542213463193403
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.78910001,-75.16548333,1,2018,9,11,fall,11,45,0,1,<20K,4.605170185988092,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.81107402,2,2019,9,10,fall,0,1,0,1,20K - <100K,11.456810036443716,6.082218910376446
California_Environmental_Data_Exchange_Network,west,38.785,-121.653,4,2014,5,20,spring,20,25,0,0,1M - <10M,15.566448032672074,4.189654742026425
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71773909,-79.14177096,2,2018,7,16,summer,0,1,0,1,20K - <100K,11.018563567234903,5.814130531825066
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71612339,3,2013,7,17,summer,0,1,0,1,100K - <1M,11.721856495189382,5.493061443340548
California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,4,2015,2,10,winter,16,30,0,0,1M - <10M,15.620515253942349,7.280008252884188
California_Environmental_Data_Exchange_Network,west,37.4806,-121.031,4,2014,7,8,summer,19,0,0,0,1M - <10M,14.711048635409346,7.142827401161621
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88554934,-78.96219963,2,2018,4,11,spring,0,1,0,1,20K - <100K,11.23533892735046,4.90527477843843
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.487,-79.06178692,3,2016,7,13,summer,0,1,0,1,100K - <1M,13.688868521986869,5.017279836814924
California_Environmental_Data_Exchange_Network,west,37.4363,-120.036,4,2020,3,10,spring,20,10,0,0,1M - <10M,15.759991114209994,6.432940092739179
California_Environmental_Data_Exchange_Network,west,36.7025,-121.709,4,2017,4,25,spring,22,35,0,0,1M - <10M,15.667502415232407,6.844815479208263
US_Army_Corps_of_Engineers,northeast,42.038186,-78.908886,1,2017,10,4,fall,15,45,0,0,<20K,9.71153981234754,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.39,-78.85556659,3,2019,6,29,summer,0,1,0,1,100K - <1M,13.782928480227445,5.968707559985366
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69003321,-79.19323164,3,2019,7,2,summer,0,1,0,1,100K - <1M,12.351362757639519,6.844815479208263
California_Environmental_Data_Exchange_Network,west,34.6766,-120.553,4,2018,4,18,spring,19,35,0,0,1M - <10M,15.147216728799762,5.4116460518550396
Pennsylvania_Department_of_Environmental_Protection,northeast,40.40321,-76.07508,4,2021,8,4,summer,16,10,0,0,1M - <10M,14.413797457500259,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.5726,-75.70775,2,2021,9,21,fall,15,0,0,0,20K - <100K,10.158129770909708,0.0
EPA_National_Aquatic_Research_Survey,west,46.83106,-122.4472,2,2017,7,20,summer,0,1,0,1,20K - <100K,10.299070660789841,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89533218,-79.04049661,1,2015,6,10,summer,0,1,0,1,<20K,8.73165920153676,7.638198244285779
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63656431,-79.29254433,1,2016,4,6,spring,0,1,0,1,<20K,6.950814768442584,6.12029741895095
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90421439,-79.11158531,1,2019,5,16,spring,0,1,0,1,<20K,7.974188669286011,5.8805329864007
California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,4,2020,6,16,summer,16,0,0,0,1M - <10M,14.569874655487483,5.176149732573829
EPA_Central_Data_Exchange,midwest,44.0,-82.35,1,2013,8,7,summer,0,1,0,1,<20K,6.999422467507961,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-79.05862315,1,2021,7,7,summer,0,1,0,1,<20K,8.890272839380247,5.62040086571715
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.3992,-99.42481,3,2018,8,27,summer,0,1,0,1,100K - <1M,13.211335331206593,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64037021,-79.28547529,2,2021,11,8,fall,0,1,0,1,20K - <100K,10.67218273933141,6.26530121273771
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64585283,-79.27529191,1,2019,1,15,winter,0,1,0,1,<20K,9.022081222515475,6.5337888379333435
California_Environmental_Data_Exchange_Network,west,38.0739,-121.212,4,2018,8,21,summer,17,40,0,0,1M - <10M,14.286740310213885,7.971776122880628
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65109592,-79.26555343,1,2016,2,17,winter,0,1,0,1,<20K,6.498282149476434,6.2285110035911835
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68471027,-79.20311842,1,2015,6,10,summer,0,1,0,1,<20K,8.197263371414335,6.78105762593618
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.18722,-98.05472,2,2018,6,25,summer,0,1,0,1,20K - <100K,10.19522389531595,2.9444389791664403
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.33794,-79.04537487,1,2015,5,12,spring,0,1,0,1,<20K,5.840641657373398,6.003887067106539
EPA_Water_Quality_Data_Portal,midwest,44.877646,-93.557842,1,2013,2,6,winter,16,30,0,0,<20K,9.040382074165628,0.0
California_Environmental_Data_Exchange_Network,west,36.9634,-121.491,4,2019,1,17,winter,18,0,0,0,1M - <10M,15.699165291896584,4.276666119016055
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.23164069,2,2016,6,21,summer,0,1,0,1,20K - <100K,10.826674451098125,6.837332814685591
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.95,-76.61,1,2020,8,18,summer,0,1,0,1,<20K,9.634103708365723,0.0
EPA_National_Aquatic_Research_Survey,northeast,41.84052,-72.10979,1,2017,6,13,summer,0,1,0,1,<20K,9.600962533214572,0.0
EPA_Central_Data_Exchange,midwest,48.344033,-87.8225,1,2017,4,17,spring,0,1,0,1,<20K,6.214608098422191,0.0
California_Environmental_Data_Exchange_Network,west,35.0164,-120.586,4,2020,4,20,spring,22,45,0,0,1M - <10M,15.37733261645671,7.48605261786314
Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,2,2018,6,19,summer,17,0,0,0,20K - <100K,11.505749781221132,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.98133889,3,2016,8,24,summer,0,1,0,1,100K - <1M,12.718968125664723,5.8377304471659395
California_Environmental_Data_Exchange_Network,west,37.8819,-121.652,4,2014,5,20,spring,18,20,0,0,1M - <10M,14.320714208009665,7.987184748233473
Indiana_State_Department_of_Health,midwest,39.08031907,-86.43086667,1,2017,6,12,summer,14,45,0,0,<20K,9.478686708121222,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.11775544,-94.63771926,3,2019,8,5,summer,0,1,0,1,100K - <1M,13.202652208633133,2.1972245773362196
US_Army_Corps_of_Engineers,northeast,40.649436,-80.392219,1,2017,8,16,summer,13,0,0,0,<20K,8.266164436612492,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.35,-79.11314874,1,2019,7,1,summer,0,1,0,1,<20K,6.028278520230698,7.087573705557973
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.329,-79.11453288,2,2020,1,28,winter,0,1,0,1,20K - <100K,11.506263322096679,6.244166900663736
Pennsylvania_Department_of_Environmental_Protection,northeast,40.37986,-76.03203,0,2021,11,1,fall,15,0,0,0,0,0.0,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01877943,3,2016,6,7,summer,0,1,0,1,100K - <1M,12.020008092457385,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03064357,2,2019,11,14,fall,0,1,0,1,20K - <100K,10.27663605916775,5.484796933490655
EPA_Central_Data_Exchange,midwest,47.258933,-86.347717,1,2018,5,12,spring,0,1,0,1,<20K,6.329720905522696,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.72358024,1,2014,2,24,winter,0,1,0,1,<20K,7.521859252201629,6.028278520230698
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96443668,1,2018,9,20,fall,0,1,0,1,<20K,7.374001859350161,7.259819610363186
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71760602,-79.14201813,1,2018,8,28,summer,0,1,0,1,<20K,8.401108712395436,5.783825182329737
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90247522,-79.09766584,1,2018,6,13,summer,0,1,0,1,<20K,7.37650812632622,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91023938,-79.15980631,1,2013,3,13,spring,0,1,0,1,<20K,6.875232087276577,7.0707241072602764
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.780916,-95.549753,3,2016,9,12,fall,0,1,0,1,100K - <1M,13.370332215434138,2.5649493574615367
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64170094,-79.28300359,2,2021,3,17,spring,0,1,0,1,20K - <100K,10.4589518779205,6.340359303727752
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.2276637,2,2016,5,9,spring,0,1,0,1,20K - <100K,10.873622322882394,7.113142108707088
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.60595,-78.98854719,2,2016,5,25,spring,0,1,0,1,20K - <100K,11.207622383761045,6.717804695023691
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.28,-79.0448311,1,2021,6,9,summer,0,1,0,1,<20K,8.24143968982973,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.95,-76.68,1,2021,9,30,fall,0,1,0,1,<20K,7.581209826196346,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.44775,-75.181,2,2019,8,20,summer,16,5,0,0,20K - <100K,11.107465356849564,0.0
California_Environmental_Data_Exchange_Network,west,35.9821,-119.047,4,2017,5,15,spring,20,32,0,0,1M - <10M,14.411871469836527,5.0689042022202315
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.21,-76.73,3,2018,8,7,summer,0,1,0,1,100K - <1M,11.97292294930522,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64068958,-79.28488208,1,2021,8,5,summer,0,1,0,1,<20K,7.617267813628347,6.251903883165888
California_Environmental_Data_Exchange_Network,west,33.1306,-117.2,4,2015,3,2,spring,9,2,0,1,1M - <10M,15.236930721059538,6.093569770045136
California_Environmental_Data_Exchange_Network,west,37.6756,-121.264,4,2015,11,10,fall,21,0,0,0,1M - <10M,14.908368321064257,4.430816798843313
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01482472,2,2015,7,23,summer,0,1,0,1,20K - <100K,11.48059853499581,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.715397,-79.14612114,2,2016,6,22,summer,0,1,0,1,20K - <100K,10.377358693308352,6.133398042996649
Connecticut_State_Department_of_Public_Health,northeast,41.377266,-72.313622,2,2019,6,19,summer,16,18,0,0,20K - <100K,11.504812644859678,2.5649493574615367
US_Army_Corps_of_Engineers,northeast,41.286751,-80.428082,2,2020,7,29,summer,14,15,0,0,20K - <100K,10.091832598307642,2.9444389791664403
California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,4,2018,6,12,summer,20,45,0,0,1M - <10M,15.741217999702068,7.078341579557671
California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,4,2017,3,21,spring,15,0,0,0,1M - <10M,14.980976498285987,4.2626798770413155
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87148067,-78.84960111,1,2018,11,7,fall,0,1,0,1,<20K,9.461332526110132,4.3694478524670215
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68894201,-79.19525843,3,2020,5,13,spring,0,1,0,1,100K - <1M,12.281370266913413,6.659293919683638
California_Environmental_Data_Exchange_Network,west,36.7025,-121.709,4,2016,1,21,winter,19,58,0,0,1M - <10M,15.198047870206452,6.844815479208263
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67475638,-79.2216067,3,2020,7,15,summer,0,1,0,1,100K - <1M,12.057909007547037,5.840641657373398
EPA_National_Aquatic_Research_Survey,midwest,41.40107,-85.70056,3,2017,7,13,summer,0,1,0,1,100K - <1M,12.544503676745746,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.76210733,3,2016,7,12,summer,0,1,0,1,100K - <1M,13.339232888022185,5.8916442118257715
Indiana_State_Department_of_Health,midwest,38.46625528,-85.86134389,1,2021,7,13,summer,22,15,0,0,<20K,8.931816237309167,2.9444389791664403
California_Environmental_Data_Exchange_Network,west,37.3204,-120.983,4,2020,1,17,winter,18,0,0,0,1M - <10M,15.837058121225207,5.8664680569332965
California_Environmental_Data_Exchange_Network,west,37.2639,-120.906,4,2017,2,15,winter,21,56,0,0,1M - <10M,15.833741368599213,6.535241271013659
EPA_Central_Data_Exchange,midwest,41.977778,-81.756944,1,2016,8,11,summer,0,1,0,1,<20K,7.399398083331354,0.0
EPA_Central_Data_Exchange,midwest,48.2295,-88.5455,1,2017,8,25,summer,0,1,0,1,<20K,7.504391559161238,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.51613412,-95.70697032,3,2017,8,7,summer,0,1,0,1,100K - <1M,13.208963002969307,0.0
California_Environmental_Data_Exchange_Network,west,38.9353,-121.408,4,2019,8,22,summer,19,0,0,0,1M - <10M,15.603512978314617,6.208590026096629
California_Environmental_Data_Exchange_Network,west,36.8754,-121.561,4,2015,12,14,winter,18,20,0,0,1M - <10M,15.678039098080536,5.739792912179234
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.36472,-97.10194,3,2017,7,5,summer,0,1,0,1,100K - <1M,12.693762693894007,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02876508,1,2019,4,10,spring,0,1,0,1,<20K,7.617267813628347,5.6131281063880705
California_Environmental_Data_Exchange_Network,west,37.2764,-120.954,4,2021,3,19,spring,16,30,0,0,1M - <10M,15.751009555719271,6.46302945692067
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-79.1163125,3,2020,8,27,summer,0,1,0,1,100K - <1M,12.232480858806476,5.905361848054571
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86912036,-78.8307104,1,2017,5,17,spring,0,1,0,1,<20K,7.434847875211999,5.71042701737487
EPA_National_Aquatic_Research_Survey,midwest,46.01992,-90.15108,2,2017,9,13,fall,0,1,0,1,20K - <100K,10.53537084449216,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90632624,-79.12848751,2,2020,2,3,winter,0,1,0,1,20K - <100K,10.32777441488488,5.945420608606575
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66062398,-79.24785609,1,2020,6,10,summer,0,1,0,1,<20K,9.514510761932765,6.0112671744041615
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.95,-76.61,2,2021,8,26,summer,0,1,0,1,20K - <100K,10.826972344990523,0.0
EPA_National_Aquatic_Research_Survey,west,42.77224,-118.447,3,2017,9,14,fall,0,1,0,1,100K - <1M,12.701451581107138,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.780916,-95.549753,1,2017,10,30,fall,0,1,0,1,<20K,9.70375530548238,2.5649493574615367
California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,4,2016,4,19,spring,19,20,0,0,1M - <10M,15.518479614110552,6.669498089857879
California_Environmental_Data_Exchange_Network,west,33.4734,-117.143,4,2013,5,29,spring,14,8,0,0,1M - <10M,14.308375856353273,3.6635616461296463
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72,-78.71985181,1,2017,6,28,summer,0,1,0,1,<20K,8.008032846969307,5.564520407322694
EPA_National_Aquatic_Research_Survey,south,34.9329,-77.10483,3,2017,6,14,summer,0,1,0,1,100K - <1M,12.141587456303764,0.0
EPA_National_Aquatic_Research_Survey,south,38.48626,-82.87262,1,2017,7,25,summer,0,1,0,1,<20K,8.12415060330663,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.89305,-98.0676,1,2015,8,10,summer,0,1,0,1,<20K,7.949797216161852,3.044522437723423
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.07829784,1,2017,6,20,summer,0,1,0,1,<20K,8.091933455979893,6.0014148779611505
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.172,-79.05056543,1,2013,5,2,spring,0,1,0,1,<20K,7.8343923029104365,6.86171134048073
California_Environmental_Data_Exchange_Network,west,37.3204,-120.983,4,2013,1,8,winter,18,0,0,0,1M - <10M,15.208656394033266,5.8664680569332965
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.780916,-95.549753,2,2016,10,10,fall,0,1,0,1,20K - <100K,10.54006438160768,2.5649493574615367
California_Environmental_Data_Exchange_Network,west,36.8905,-121.801,4,2015,4,22,spring,19,35,0,0,1M - <10M,16.050084440341777,6.429719478039138
Pennsylvania_Department_of_Environmental_Protection,northeast,41.5726,-75.70775,3,2021,8,12,summer,16,0,0,0,100K - <1M,12.724866438945341,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.125,-78.7205975,2,2014,8,13,summer,0,1,0,1,20K - <100K,9.957075711706057,6.8658910748834385
California_Environmental_Data_Exchange_Network,west,36.8698,-121.815,4,2020,4,29,spring,19,40,0,0,1M - <10M,15.611428037340993,5.66988092298052
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87424471,-78.87172311,3,2020,6,10,summer,0,1,0,1,100K - <1M,11.654546547637803,6.175867270105761
EPA_Water_Quality_Data_Portal,midwest,44.847993,-93.476318,1,2013,9,5,fall,16,0,0,0,<20K,6.369900982828227,0.0
