uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m,month,season,is_near_water,abundance_class
wjja,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.77848333,-75.30981668,2019-08-21,10:32:00,1.0,1,29.0,8,Summer,True,Low
wjjc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65011118,-79.26738248,2016-06-21,0:01:00,166.044,3,469.0,6,Summer,False,Moderate
wjjh,California_Environmental_Data_Exchange_Network,west,37.2639,-120.906,2016-07-13,20:00:00,4415.0,4,689.0,7,Summer,False,High
wjjr,EPA_National_Aquatic_Research_Survey,midwest,47.43886,-100.8327,2017-09-22,0:01:00,8045.67,4,0.0,9,Autumn,True,High
wjku,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68,-79.10850195,2017-09-13,0:01:00,171.127,3,535.0,9,Autumn,False,Moderate
wjld,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.44,-80.7,2021-05-20,0:01:00,412.286,3,0.0,5,Spring,True,Moderate
wjmc,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,2015-10-26,0:01:00,179.235,3,0.0,10,Autumn,True,Moderate
wjmd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67047141,-79.22956555,2015-06-22,0:01:00,0.472,1,790.0,6,Summer,False,Low
wjmj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01957038,2016-08-10,0:01:00,19.364,1,0.0,8,Summer,True,Low
wjmk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.04947082,-99.82700111,2018-10-15,0:01:00,100.8,3,19.0,10,Autumn,True,Moderate
wjml,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68439089,-79.20371163,2015-06-22,0:01:00,14.123,1,930.0,6,Summer,False,Low
wjno,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,2014-03-27,0:01:00,2.505,1,0.0,3,Spring,True,Low
wjpg,EPA_Central_Data_Exchange,midwest,44.74,-82.06,2014-04-21,0:01:00,0.313557806,1,0.0,4,Spring,True,Low
wjrj,EPA_Central_Data_Exchange,midwest,48.0825,-89.252383,2016-04-17,0:01:00,0.256062244,1,0.0,4,Spring,True,Low
wjto,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.37,-78.84736405,2019-05-28,0:01:00,50.089,2,278.0,5,Spring,False,Moderate
wjtq,California_Environmental_Data_Exchange_Network,west,37.5394,-121.122,2020-05-12,17:30:00,6590.0,4,335.0,5,Spring,False,High
wjxb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65335817,-79.26135155,2015-03-24,0:01:00,0.854,1,517.0,3,Spring,False,Low
wjxn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,2019-11-20,0:01:00,0.814,1,199.0,11,Autumn,False,Low
wjyc,California_Environmental_Data_Exchange_Network,west,38.414,-122.721,2013-06-25,14:45:00,6680.0,4,560.0,6,Summer,False,High
wjyu,California_Environmental_Data_Exchange_Network,west,37.7025,-121.177,2017-02-22,20:58:00,1717.41333,4,13.0,2,Winter,True,Moderate
wjyz,Indiana_State_Department_of_Health,midwest,39.878166,-86.01783,2020-08-11,12:15:00,21.579,2,19.0,8,Summer,True,Low
wkac,California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,2017-07-11,20:50:00,3995.4905,4,993.0,7,Summer,False,High
wkaj,EPA_Central_Data_Exchange,midwest,42.43,-81.205,2014-08-14,0:01:00,24.27382857,2,0.0,8,Summer,True,Low
wkam,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96344244,2018-08-22,0:01:00,9.797,1,1400.0,8,Summer,False,Low
wkca,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68196896,-79.20821011,2016-08-10,0:01:00,81.328,2,1338.0,8,Summer,False,Moderate
wkcv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88,-79.12451853,2014-06-23,0:01:00,153.361,3,540.0,6,Summer,False,Moderate
wkcx,California_Environmental_Data_Exchange_Network,west,36.9767,-121.51,2019-01-16,1:00:00,10975.0,5,726.0,1,Winter,False,High
wkfa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03410394,2020-09-24,0:01:00,349.031,3,453.0,9,Autumn,False,Moderate
wkgf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.004,2014-05-05,0:01:00,10.166,1,0.0,5,Spring,True,Low
wkgq,California_Environmental_Data_Exchange_Network,west,34.4395,-119.854,2017-11-21,17:15:00,5535.0,4,529.0,11,Autumn,False,High
wkhi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88530088,-78.96021113,2018-02-21,0:01:00,20.15,2,21.0,2,Winter,True,Low
wkhs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.02434009,2016-06-22,0:01:00,62.448,2,585.0,6,Summer,False,Moderate
wkit,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69091149,-79.19160032,2018-12-06,0:01:00,106.742,3,946.0,12,Winter,False,Moderate
wkjd,California_Environmental_Data_Exchange_Network,west,37.9286,-121.561,2021-05-19,18:00:00,1963.4345,4,112.0,5,Spring,False,Moderate
wkkb,EPA_National_Aquatic_Research_Survey,midwest,39.57109,-87.09138,2017-09-07,0:01:00,450.381,3,0.0,9,Autumn,True,Moderate
wklh,EPA_National_Aquatic_Research_Survey,west,38.61141,-119.8751,2017-09-25,0:01:00,85.988,2,0.0,9,Autumn,True,Moderate
wklr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65399693,-79.26016513,2014-10-08,0:01:00,344.099,3,559.0,10,Autumn,False,Moderate
wklw,EPA_National_Aquatic_Research_Survey,south,36.11466,-98.59889,2017-06-19,0:01:00,74.0752398,2,0.0,6,Summer,True,Moderate
wkmi,US_Army_Corps_of_Engineers,northeast,40.740409,-80.319441,2019-08-08,19:30:00,3.989615385,1,0.0,8,Summer,True,Low
wkna,New_Mexico_Environment_Department,west,36.74713,-105.49796,2018-04-12,0:01:00,1.283374468,1,0.0,4,Spring,True,Low
wkoc,California_Environmental_Data_Exchange_Network,west,37.4053,-121.023,2019-08-13,19:10:00,5600.0,4,1181.0,8,Summer,False,High
wkqg,California_Environmental_Data_Exchange_Network,west,36.8686,-120.182,2018-06-12,17:00:00,2673.3515,4,2244.0,6,Summer,False,High
wkrj,Indiana_State_Department_of_Health,midwest,38.46625528,-85.86134389,2016-05-16,17:20:00,0.872,1,19.0,5,Spring,True,Low
wkrs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86778492,-78.82002224,2016-09-20,0:01:00,3.873,1,126.0,9,Autumn,False,Low
wktj,Indiana_State_Department_of_Health,midwest,39.878126,-86.017742,2017-09-05,13:45:00,135.465,3,19.0,9,Autumn,True,Moderate
wkup,California_Environmental_Data_Exchange_Network,west,37.2486,-120.851,2019-04-09,18:30:00,7615.0,4,488.0,4,Spring,False,High
wkwm,California_Environmental_Data_Exchange_Network,west,34.6721,-120.492,2019-09-23,21:30:00,4052.5,4,962.0,9,Autumn,False,High
wkwy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69051227,-79.19234183,2019-05-16,0:01:00,1.452,1,1022.0,5,Spring,False,Low
wkxl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86502088,-78.79790024,2015-07-23,0:01:00,2.905,1,974.0,7,Summer,False,Low
wkxx,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,2017-08-28,0:01:00,101.43,3,0.0,8,Summer,True,Moderate
wkya,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86467926,-78.79516606,2015-06-22,0:01:00,24.205,2,1276.0,6,Summer,False,Low
wkyh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90079816,-79.0842435,2017-07-20,0:01:00,127.437,3,162.0,7,Summer,False,Moderate
wkzl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64880706,-79.26980474,2017-03-21,0:01:00,4.998,1,576.0,3,Spring,False,Low
wkzx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71026037,-79.15566188,2016-06-22,0:01:00,1.98,1,373.0,6,Summer,False,Low
wlak,California_Environmental_Data_Exchange_Network,west,37.3978,-120.96,2021-01-12,20:30:00,29.0735,2,691.0,1,Winter,False,Low
wlan,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,2015-07-20,0:01:00,266.805,3,0.0,7,Summer,True,Moderate
wlbc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86430658,-78.79218332,2015-05-20,0:01:00,0.436,1,1597.0,5,Spring,False,Low
wlcq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90145035,-79.0894633,2017-10-18,0:01:00,37.759,2,527.0,10,Autumn,False,Low
wlea,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71789878,-79.14147436,2018-07-16,0:01:00,2.435,1,358.0,7,Summer,False,Low
wleh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91204067,-79.1742229,2013-09-18,0:01:00,24.447,2,95.0,9,Autumn,True,Low
wles,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.84,-79.0,2017-10-18,0:01:00,1760.161,4,0.0,10,Autumn,True,Moderate
wlfr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-78.6775963,2016-08-31,0:01:00,9.682,1,387.0,8,Summer,False,Low
wlgh,California_Environmental_Data_Exchange_Network,west,37.5477,-121.085,2015-08-11,16:40:00,1077.6665,4,566.0,8,Summer,False,Moderate
wlgm,US_Army_Corps_of_Engineers,south,39.309992,-80.034025,2016-07-27,11:45:00,0.250872314,1,0.0,7,Summer,True,Low
wlgu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86545567,-78.8013801,2015-08-24,0:01:00,43.568,2,598.0,8,Summer,False,Low
wlhm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.7,2019-06-27,0:01:00,36.306,2,0.0,6,Summer,True,Low
wlkn,California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,2014-08-12,22:15:00,4867.5,4,1186.0,8,Summer,False,High
wlld,California_Environmental_Data_Exchange_Network,west,36.3377,-121.205,2020-04-27,20:25:00,5285.0,4,76.0,4,Spring,True,High
wlmr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.02384297,2016-06-22,0:01:00,103.838,3,531.0,6,Summer,False,Moderate
wlop,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.32683,-79.07271181,2013-08-08,0:01:00,152.489,3,484.0,8,Summer,False,Moderate
wlpe,California_Environmental_Data_Exchange_Network,west,37.9674,-121.464,2021-08-17,17:20:00,2009.0255,4,124.0,8,Summer,False,High
wlpt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02130056,2017-02-14,0:01:00,43.903,2,0.0,2,Winter,True,Low
wlqd,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.61429993,-97.62981051,2016-08-29,0:01:00,204.75,3,9.0,8,Summer,True,Moderate
wlqi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.95971401,2018-06-12,0:01:00,13.086,1,1299.0,6,Summer,False,Low
wlqp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.67859055,2020-02-26,0:01:00,6.608,1,224.0,2,Winter,False,Low
wlrw,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.6375,-95.457,2016-08-22,0:01:00,89.775,2,0.0,8,Summer,True,Moderate
wlvw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71885691,-79.13969474,2018-08-28,0:01:00,4.647,1,532.0,8,Summer,False,Low
wlwd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70640124,-79.1628298,2016-05-25,0:01:00,2.905,1,449.0,5,Spring,False,Low
wlwr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7083175,-79.15927056,2021-09-13,0:01:00,6.862,1,9.0,9,Autumn,True,Low
wlxw,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.9725,-94.67293,2014-10-27,0:01:00,20.79,2,0.0,10,Autumn,True,Low
wlyw,California_Environmental_Data_Exchange_Network,west,36.7518,-121.742,2013-09-25,17:45:00,5612.5,4,253.0,9,Autumn,False,High
wmay,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76050002,-75.20283333,2017-07-12,14:40:00,27.5,2,62.0,7,Summer,True,Low
wmcd,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.9725,-94.67293,2018-08-20,0:01:00,436.275,3,0.0,8,Summer,True,Moderate
wmck,EPA_Central_Data_Exchange,midwest,41.726667,-83.15,2015-04-24,0:01:00,3.166063369,1,0.0,4,Spring,True,Low
wmcm,California_Environmental_Data_Exchange_Network,west,34.446,-119.876,2013-05-29,19:30:00,286.5,3,764.0,5,Spring,False,Moderate
wmdw,California_Environmental_Data_Exchange_Network,west,37.2616,-120.906,2014-06-10,19:50:00,4480.0,4,616.0,6,Summer,False,High
wmgl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68518934,-79.20222861,2015-04-22,0:01:00,17.137,1,809.0,4,Spring,False,Low
wmgu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.83646,-78.9763,2014-10-08,0:01:00,579.942,3,0.0,10,Autumn,True,Moderate
wmha,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66828901,-79.23361913,2016-06-07,0:01:00,41.148,2,365.0,6,Summer,False,Low
wmhs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66474926,-79.24019384,2018-04-11,0:01:00,31.932,2,105.0,4,Spring,False,Low
wmhu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72234343,-79.1332189,2018-05-21,0:01:00,0.908,1,1005.0,5,Spring,False,Low
wmhy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64420272,-79.27835681,2019-09-04,0:01:00,9.775,1,624.0,9,Autumn,False,Low
wmjb,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76881669,-75.19656666,2016-08-24,15:05:00,116.9000015,3,28.0,8,Summer,True,Moderate
wmjg,EPA_Central_Data_Exchange,northeast,43.716667,-78.026667,2015-04-28,0:01:00,0.744655299,1,0.0,4,Spring,True,Low
wmkj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87846842,-78.90552752,2015-05-06,0:01:00,10.844,1,925.0,5,Spring,False,Low
wmkv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68569501,-79.20128937,2014-12-30,0:01:00,4.841,1,749.0,12,Winter,False,Low
wmlm,Indiana_State_Department_of_Health,midwest,39.4981,-84.98684167,2016-08-09,14:50:00,606.696,3,0.0,8,Summer,True,Moderate
wmlv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.7362569,2014-12-10,0:01:00,0.342,1,567.0,12,Winter,False,Low
wmmg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.76086452,2016-07-12,0:01:00,34.855,2,417.0,7,Summer,False,Low
wmmh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-79.09055745,2018-06-14,0:01:00,35.062,2,1097.0,6,Summer,False,Low
wmnp,California_Environmental_Data_Exchange_Network,west,37.4271,-120.674,2014-01-14,23:10:00,3360.473,4,39.0,1,Winter,True,High
wmpv,California_Environmental_Data_Exchange_Network,west,36.6902,-121.68,2018-08-15,20:28:00,1452.33,4,542.0,8,Summer,False,Moderate
wmqb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90020808,-79.07952083,2017-04-18,0:01:00,2.828,1,320.0,4,Spring,False,Low
wmqk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.94923433,-95.26296102,2018-10-01,0:01:00,65.52,2,13.0,10,Autumn,True,Moderate
wmqy,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.03917524,-95.69083603,2018-09-12,0:01:00,316.171,3,29.0,9,Autumn,True,Moderate
wmrk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.80585422,2019-05-29,0:01:00,2.641,1,83.0,5,Spring,True,Low
wmrs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.57,-78.94455174,2018-08-28,0:01:00,7.905,1,1044.0,8,Summer,False,Low
wmrz,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.767323,-96.028617,2015-08-17,0:01:00,879.48,3,0.0,8,Summer,True,Moderate
wmss,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65,-78.68853302,2021-09-13,0:01:00,564.21,3,464.0,9,Autumn,False,Moderate
wmto,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67111017,-79.22837914,2015-05-06,0:01:00,1.291,1,652.0,5,Spring,False,Low
wmun,California_Environmental_Data_Exchange_Network,west,37.6003,-121.224,2017-03-14,16:20:00,5050.0,4,1306.0,3,Spring,False,High
wmuz,Indiana_State_Department_of_Health,midwest,39.58638333,-84.99486667,2016-07-26,13:20:00,520.405,3,0.0,7,Summer,True,Moderate
wmvb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.7531591,2015-12-01,0:01:00,30.809,2,1133.0,12,Winter,False,Low
wmvf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65790928,-79.25289835,2013-02-12,0:01:00,0.581,1,308.0,2,Winter,False,Low
wmvm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64454871,-79.27771417,2019-08-22,0:01:00,52.355,2,624.0,8,Summer,False,Moderate
wmxr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66653244,-79.23688177,2017-04-18,0:01:00,348.547,3,59.0,4,Spring,True,Moderate
wnbq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66568,-79.04779713,2015-06-26,0:01:00,3.548,1,381.0,6,Summer,False,Low
wndy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91020833,-79.15955775,2013-03-13,0:01:00,11.909,1,1151.0,3,Spring,False,Low
wneo,California_Environmental_Data_Exchange_Network,west,36.7025,-121.709,2013-09-25,20:30:00,8430.0,4,939.0,9,Autumn,False,High
wnet,California_Environmental_Data_Exchange_Network,west,40.4189,-122.214,2019-07-17,15:25:00,4920.0,4,817.0,7,Summer,False,High
wnfg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69655381,-79.18112034,2015-07-23,0:01:00,1121.159,4,336.0,7,Summer,False,Moderate
wnho,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.23188925,2016-06-21,0:01:00,484.577,3,905.0,6,Summer,False,Moderate
wnig,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65415661,-79.25986853,2014-09-22,0:01:00,0.363,1,561.0,9,Autumn,False,Low
wnir,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.38889,-97.09306,2017-08-07,0:01:00,23.625,2,9.0,8,Summer,True,Low
wnjv,California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,2019-10-08,16:40:00,3581.915,4,3662.0,10,Autumn,False,High
wnke,Indiana_State_Department_of_Health,midwest,38.46625528,-85.86134389,2017-08-07,16:40:00,5.022,1,19.0,8,Summer,True,Low
wnkj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.85638713,-78.72880004,2014-08-13,0:01:00,2.178,1,785.0,8,Summer,False,Low
wnkq,EPA_Central_Data_Exchange,midwest,47.606167,-86.818833,2013-04-14,0:01:00,0.08358968,1,0.0,4,Spring,True,Low
wnli,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8713875,-78.84885542,2018-11-07,0:01:00,3.703,1,152.0,11,Autumn,False,Low
wnlq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68697252,-79.19891654,2021-08-05,0:01:00,6.455,1,659.0,8,Summer,False,Low
wnmf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65482198,-79.25863268,2014-07-16,0:01:00,0.545,1,404.0,7,Summer,False,Low
wnmp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91508422,-79.19858196,2015-01-27,0:01:00,8.133,1,525.0,1,Winter,False,Low
wnmq,California_Environmental_Data_Exchange_Network,west,32.9425,-117.083,2014-09-24,12:02:00,1693.75,4,1809.0,9,Autumn,False,Moderate
wnne,California_Environmental_Data_Exchange_Network,west,35.5513,-119.088,2020-04-06,20:00:00,2582.25,4,983.0,4,Spring,False,High
wnni,California_Environmental_Data_Exchange_Network,west,37.3865,-121.969,2020-07-22,20:00:00,1865.0,4,390.0,7,Summer,False,Moderate
wnox,California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,2017-09-12,16:30:00,3015.284,4,3662.0,9,Autumn,False,High
wnpf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68138344,-79.20929766,2016-12-13,0:01:00,25.024,2,1207.0,12,Winter,False,Low
wnpz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.68,2019-06-12,0:01:00,34.6,2,0.0,6,Summer,True,Low
wnqm,Pennsylvania_Department_of_Environmental_Protection,northeast,41.55644,-75.71394,2021-06-24,15:30:00,42.6,2,0.0,6,Summer,True,Low
wnqo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71465179,-79.14750529,2016-08-31,0:01:00,3.389,1,612.0,8,Summer,False,Low
wnqv,California_Environmental_Data_Exchange_Network,west,36.8754,-121.561,2021-12-13,23:30:00,12.0,1,311.0,12,Winter,False,Low
wnrd,EPA_Central_Data_Exchange,northeast,43.731667,-77.016667,2016-04-10,0:01:00,0.651797249,1,0.0,4,Spring,True,Low
wnrq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86508299,-78.79839736,2015-07-23,0:01:00,34.274,2,922.0,7,Summer,False,Low
wnsv,EPA_Central_Data_Exchange,northeast,43.503333,-79.353333,2013-08-12,0:01:00,4.381712756,1,0.0,8,Summer,True,Low
wnts,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03627903,2021-06-17,0:01:00,3.734,1,665.0,6,Summer,False,Low
wntz,California_Environmental_Data_Exchange_Network,west,37.4125,-120.759,2019-10-08,19:40:00,1709.4275,4,430.0,10,Autumn,False,Moderate
wnuc,Pennsylvania_Department_of_Environmental_Protection,northeast,40.80458,-77.1804,2021-08-30,13:33:00,2274.667,4,0.0,8,Summer,True,High
wnud,EPA_Central_Data_Exchange,midwest,47.330588,-84.869267,2016-04-16,0:01:00,0.030983772,1,0.0,4,Spring,True,Low
wnvd,California_Environmental_Data_Exchange_Network,west,36.7518,-121.742,2019-12-03,22:35:00,5292.5,4,253.0,12,Winter,False,High
wnvi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-78.95474277,2018-08-28,0:01:00,4.83,1,0.0,8,Summer,True,Low
wnvz,California_Environmental_Data_Exchange_Network,west,37.3258,-122.386,2021-06-23,17:02:00,6357.5,4,779.0,6,Summer,False,High
wnwa,US_Army_Corps_of_Engineers,northeast,40.91027,-79.221386,2013-07-24,16:15:00,0.042149533,1,9.0,7,Summer,True,Low
wnww,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.2,-79.10533818,2018-10-15,0:01:00,0.218,1,825.0,10,Autumn,False,Low
wnxg,EPA_Central_Data_Exchange,midwest,44.76,-86.966667,2017-08-06,0:01:00,1.618255238,1,0.0,8,Summer,True,Low
wnyp,California_Environmental_Data_Exchange_Network,west,37.3876,-121.987,2018-01-08,19:20:00,4577.5,4,510.0,1,Winter,False,High
wnys,Connecticut_State_Department_of_Public_Health,northeast,41.501567,-72.224735,2019-07-09,15:25:00,52.65,2,0.0,7,Summer,True,Moderate
wnyz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,2019-08-07,0:01:00,285.082,3,0.0,8,Summer,True,Moderate
wnzo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86884085,-78.82847335,2017-04-18,0:01:00,35.581,2,226.0,4,Spring,False,Low
woaj,US_Army_Corps_of_Engineers,northeast,41.606659,-80.510274,2016-09-20,16:35:00,28.08245342,2,0.0,9,Autumn,True,Low
woap,Pennsylvania_Department_of_Environmental_Protection,northeast,41.55644,-75.71394,2021-09-21,14:30:00,58.667,2,0.0,9,Autumn,True,Moderate
wobj,California_Environmental_Data_Exchange_Network,west,34.6439,-120.43,2016-08-22,18:50:00,5945.0,4,509.0,8,Summer,False,High
woda,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.28046862,-94.7337782,2019-08-12,0:01:00,340.2,3,0.0,8,Summer,True,Moderate
wodo,California_Environmental_Data_Exchange_Network,west,37.4125,-120.759,2019-08-13,18:20:00,1937.3825,4,430.0,8,Summer,False,Moderate
woeq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70432529,-79.16668564,2014-08-13,0:01:00,3.449,1,679.0,8,Summer,False,Low
woer,Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,2021-08-03,16:15:00,677.148,3,0.0,8,Summer,True,Moderate
wofj,Wyoming_Department_of_Environmental_Quality,west,42.5043108,-106.9152858,2020-08-07,18:15:00,418.56464,3,19.0,8,Summer,True,Moderate
woim,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68225,-79.07802,2016-03-03,0:01:00,1.743,1,0.0,3,Spring,True,Low
wojg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.228,-79.124914,2019-06-19,0:01:00,3.001,1,1160.0,6,Summer,False,Low
wojn,Connecticut_State_Department_of_Public_Health,northeast,41.697709,-73.28029,2017-08-17,14:15:00,0.0,1,0.0,8,Summer,True,None
wojz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.10187781,2016-08-16,0:01:00,250.76,3,478.0,8,Summer,False,Moderate
wokw,Wyoming_Department_of_Environmental_Quality,west,41.94516,-110.65349,2021-09-27,19:47:00,28.16268,2,0.0,9,Autumn,True,Low
woms,Pennsylvania_Department_of_Environmental_Protection,northeast,41.80641,-76.6602,2019-08-08,15:00:00,0.0,1,9.0,8,Summer,True,None
womv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88716428,-78.97512484,2019-02-19,0:01:00,2.178,1,411.0,2,Winter,False,Low
woni,California_Environmental_Data_Exchange_Network,west,37.5477,-121.085,2014-05-13,16:30:00,966.9455,3,566.0,5,Spring,False,Moderate
wono,New_Mexico_Environment_Department,west,36.706111,-106.234444,2014-10-07,0:01:00,3.531141121,1,0.0,10,Autumn,True,Low
